artist,date,genre,style,title,filename,Gender
Paul Jacoulet,1934.0,portrait,Ukiyo-e,Une Parisienne,57745.jpg,0
Edvard Munch,1907.0,portrait,Expressionism,Walter Rathenau,57760.jpg,0
Ernst Ludwig Kirchner,1913,portrait,Japonism,Japanese,57818.jpg,0
Amedeo Modigliani,1916,portrait,Expressionism,Portrait of the painter Manuel Humbert ,5784.jpg,0
Raoul Dufy,1914,portrait,Cubism,Large Bather,57852.jpg,0
Eyvind Earle,1981.0,portrait,Magic Realism,Awakening,57861.jpg,0
Felix Vallotton ,1911,portrait,Realism,Young Woman with Yellow Scarf,57867.jpg,0
Marevna (Marie Vorobieff),1942.0,portrait,Pointillism,Two children,57886.jpg,1
Tamara de Lempicka,1925,portrait,Art Deco,Portrait of the Marquis d'Afflito,57888.jpg,1
William Merritt Chase,1910,portrait,Impressionism,Memories,57895.jpg,0
Boris Kustodiev,1908.0,portrait,Realism,Portrait of Y.E. Kustodieva with daughter Irina,5790.jpg,0
Felice Casorati,1928.0,portrait,Metaphysical art,Beethoven,57925.jpg,0
Giovanni Boldini,1911,portrait,Impressionism,Portrait of Princess Marthe-Lucile Bibesco,58005.jpg,0
M.C. Escher,1920,portrait,Expressionism,Seated Old Woman,58055.jpg,0
Henri Matisse,1906,portrait,Fauvism,Marguerite,58063.jpg,0
M. H. Maxy,1924.0,portrait,Cubism,Portrait of Tristan Tzara,58076.jpg,0
Theo van Doesburg,1914,portrait,Abstract Art,Girl with Buttercups,58085.jpg,0
Kaoru Kawano,1950,portrait,Sōsaku hanga,Gentle Breeze,58096.jpg,0
Irma Stern,1943.0,portrait,Post-Impressionism,Portrait Of Vera Poppe Playing The Cello,58103.jpg,1
Boris Kustodiev,1915.0,portrait,Realism,Portrait of Alexander Pushkin on the Neva Embankment,58108.jpg,0
Lovis Corinth,1903.0,portrait,Impressionism,Portrait of the Pianist Conrad Ansorge,58126.jpg,0
Yamamura Toyonari,1926,portrait,Sōsaku hanga,The Heroine Koman in the play Tanba Yosaku,58133.jpg,0
Ernst Ludwig Kirchner,1910,portrait,Expressionism,Kokottenkopf with Feathered Hat,58140.jpg,0
Jules Pascin,1910.0,portrait,Expressionism,Portrait of Hermine David,58212.jpg,0
Ferdinand Hodler,1910,portrait,Art Nouveau (Modern),Giulia Leonardi ,58216.jpg,0
Robert Henri,1910.0,portrait,American Realism,The Dancer,58233.jpg,0
Stanley Spencer,1952,portrait,Neo-Romanticism,"Daphne by the Window, Northern Ireland",58264.jpg,0
Howard Finster,1992.0,portrait,Art Brut,George Washington at 23,58266.jpg,0
Ilya Repin,1912.0,portrait,Realism,Portrait of Wilhelm von Bitner,58270.jpg,0
William James Glackens,1911,portrait,Impressionism,Family Group,58294.jpg,0
John William Godward,1922,portrait,Neoclassicism,Contemplation,58296.jpg,0
Boris Kustodiev,1902.0,portrait,Realism,Portrait of Count N.P. Ignatieff,58336.jpg,0
Xu Beihong,1938.0,portrait,Post-Impressionism,The Scholar Zhong Kui. ,58353.jpg,0
Theo van Rysselberghe,1919,portrait,Post-Impressionism,Portrait of Maria van Rysselberghe,58380.jpg,0
George Pemba,1950,portrait,Social Realism,Portrait of a man in traditional dress,584.jpg,0
Niko Pirosmani,1909,portrait,Naïve Art (Primitivism),Actress Margaret,58400.jpg,0
Rafael Zabaleta,1942.0,portrait,Expressionism,Portrait of Aunt Pepa,58420.jpg,0
John Brack,1980,portrait,Pop Art,Portrait of Fred Williams,58423.jpg,0
Boris Kustodiev,1908.0,portrait,Realism,Abbess,58424.jpg,0
Abraham Manievich,1937,portrait,Fauvism,Artist's Wife,58425.jpg,0
Jean Cocteau,1932.0,portrait,Expressionism,Chanel ,58431.jpg,0
Fernand Leger,1927.0,portrait,Cubism,The study for the City Centre,58448.jpg,0
Milton Avery,1951,portrait,Fauvism,Sketchers by the Stream,58466.jpg,0
Giovanni Fattori,1905.0,portrait,Impressionism,Porträt der dritten Ehefrau,58485.jpg,0
Roy Lichtenstein,1964.0,portrait,Pop Art,World's Fair mural,5850.jpg,0
Richard Gerstl,1906,portrait,Expressionism,Portrait of Arnold Schonberg ,58515.jpg,0
Thomas Eakins,1903,portrait,Realism,Archbishop William Henry Elder,58540.jpg,0
Fernand Leger,1924.0,portrait,Cubism,The Woman with the fruit dish,58543.jpg,0
Konstantin Somov,1928,portrait,Realism,Portrait of A. Popov,5858.jpg,0
Odilon Redon,1910,portrait,Symbolism,Portrait of Violette Heymann,58592.jpg,0
Sonia Delaunay,1907,portrait,Fauvism,Portrait of Philomene,58652.jpg,1
Boris Kustodiev,1920.0,portrait,Realism,Portrait of Isaak Brodsky,58657.jpg,0
Amedeo Modigliani,1914,portrait,Expressionism,Madame Pompadour,58693.jpg,0
Robert Henri,1907.0,portrait,American Realism,Laughing Child ,5871.jpg,0
Ilya Repin,1903.0,portrait,Realism,"Portrait of member of State Council and Grand Chamberlain, Prince Mikhail Sergeyevich Volkonsky",58730.jpg,0
John Duncan Fergusson,1909.0,portrait,Fauvism,Le voile Persan,58734.jpg,0
Robert Harris,1910.0,portrait,Impressionism,"Berry Picker, Percé",58745.jpg,0
George Henry,1906.0,portrait,Impressionism,Helen Stirling Stuart of Castlemilk,58783.jpg,0
Zinaida Serebriakova,1934,portrait,Expressionism,Portrait of a young fisherman ,5880.jpg,1
Boris Kustodiev,1901.0,portrait,Realism,"Portrait of Stjepan Nikolsky, uncle of the artist",58803.jpg,0
John Singer Sargent,1902,portrait,Realism,"Essie, Ruby and Ferdinand, Children of Asher Wertheimer",58808.jpg,0
Avigdor Arikha,1981.0,portrait,Contemporary Realism,Portrait of Anne in Sunglasses,58812.jpg,0
George Pemba,1945,portrait,Social Realism,Xhosa woman smoking a pipe,58817.jpg,0
Salvador Dali,1954,portrait,Surrealism,Head Bombarded with Grains of Wheat (Particle Head Over the Village of Cadaques),58826.jpg,0
M. H. Maxy,1931.0,portrait,Cubism,Peasant Portrait,58851.jpg,0
Fernand Leger,1951.0,portrait,Cubism,The two faces,5886.jpg,0
Oskar Kokoschka,1926,portrait,Expressionism,Adele Astaire,58873.jpg,0
Robert Henri,1907.0,portrait,American Realism,Spanish Woman in a Red Shawl ,58874.jpg,0
Menez,1988.0,portrait,Expressionism,Sem título,58917.jpg,1
Kazimir Malevich,1932,portrait,Realism,Portrait of a record-setter in work productivity,58936.jpg,0
Robert Henri,1924.0,portrait,American Realism,Bucko O'Malley (Charles) ,58960.jpg,0
Vasily Surikov,1908,portrait,Realism,Portrait of E. V. Surikova,59011.jpg,0
Egon Schiele,1918,portrait,Expressionism,The Artist's wife seated,59048.jpg,0
Zinaida Serebriakova,1934,portrait,Expressionism,Breton ,59088.jpg,1
Vasily Surikov,1909,portrait,Realism,Portrait of A. I. Yemelyanova,59089.jpg,0
Victor Brauner,1934,portrait,Expressionism,Portrait of André Breton,59108.jpg,0
Felix Vallotton ,1902,portrait,Symbolism,Portrait of Zola,59115.jpg,0
Nathan Oliveira,1961,portrait,Neo-Expressionism,Nineteen Twenty-Nine,59121.jpg,0
Tsuguharu Foujita,1959.0,portrait,Magic Realism,Two sisters,59140.jpg,0
Konstantin Somov,1930,portrait,Symbolism,Two Masks (Pair on the Eve of the Carnival),59151.jpg,0
Lucian Freud,1949,portrait,Expressionism,Father and Daughter,59206.jpg,0
Zinaida Serebriakova,1948,portrait,Expressionism,Alexander Serebryakov ,59222.jpg,1
Pablo Picasso,1903,portrait,Expressionism,Portrait of seniora Soler (Girl in a chemise),59233.jpg,0
Mykhailo Boichuk,1919,portrait,Modernismo,Portrait of Vladimir Lenin,59278.jpg,0
Mario Tozzi,1979,portrait,,Eternitè,5928.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Portrait of Madame Survage,59281.jpg,0
Rene Magritte,1950,portrait,Surrealism,The ignorant fairy,59286.jpg,0
Pablo Picasso,1903,portrait,Expressionism,S. Junyer-Vidal with woman beside him,59317.jpg,0
LeRoy Neiman,1999.0,portrait,Pop Art,John Elway,59356.jpg,0
Pablo Picasso,1901,portrait,Post-Impressionism,Woman with necklace of gems,59362.jpg,0
Paula Modersohn-Becker,1907,portrait,Expressionism,The painter with camellia branch (Self Portrait),59395.jpg,1
Ivan Serpa,1964.0,portrait,Art Informel,Figura (Fase Negra),59397.jpg,0
Paul Cezanne,1906,portrait,Cubism,The Old Gardener,59417.jpg,0
Robert Spencer,1915.0,portrait,Impressionism,The Blue Gown ,59430.jpg,0
Andre Derain,1931,portrait,Neoclassicism,Girl,59438.jpg,0
Arshile Gorky,1925,portrait,Cubism,Bound in Sleep ,59471.jpg,0
Giovanni Boldini,1905,portrait,Impressionism,Lady Wearing a Straw Bonnet (Morning Promenade),59488.jpg,0
Richard Hamilton,1998.0,portrait,Pop Art,Portrait of Dieter Roth,5949.jpg,0
Robert Henri,1914.0,portrait,American Realism,Po-Tse-Water Eagle,59492.jpg,0
Richard Lindner,1969.0,portrait,Mechanistic Cubism,Untitled,59493.jpg,0
Augustus John,1936.0,portrait,Post-Impressionism,Caitlin,59498.jpg,0
Henri Matisse,1939,portrait,Expressionism,Two Women,59509.jpg,0
Samuel Peploe,1904.0,portrait,Post-Impressionism,The Green Blouse ,59513.jpg,0
Pablo Picasso,1901,portrait,Impressionism,Portrait of Bibi la Purée,59521.jpg,0
Torii Kotondo,1933.0,portrait,Shin-hanga,Taking a Nap,59541.jpg,0
Thomas Eakins,1903,portrait,Realism,Portrait of William B. Kurtz,59542.jpg,0
Pierre-Auguste Renoir,1910,portrait,Impressionism,Coco and Two Servants,59566.jpg,0
Luis Dourdil,1954.0,portrait,Expressionism,Varinas,59609.jpg,0
Fairfield Porter,1967.0,portrait,Contemporary Realism,Anne in a Striped Dress,59639.jpg,0
Giovanni Boldini,1908,portrait,Realism,Portrait of Gladys Deacon,59640.jpg,0
Konstantin Korovin,1902,portrait,Impressionism,Portrait of Nikolay Chichagov,59683.jpg,0
Nathan Oliveira,1961,portrait,Neo-Expressionism,For Lotte,59692.jpg,0
Pierre-Auguste Renoir,1914,portrait,Impressionism,Woman with a Corset,59729.jpg,0
Jean Cocteau,1932.0,portrait,Expressionism,Silence! Ici j’ordonne… (Nathalie Paley en sphinx) ,59754.jpg,0
Egon Schiele,1909,portrait,Art Nouveau (Modern),Portrait of the Painter Anton Peschka,59757.jpg,0
William James Glackens,1911,portrait,Impressionism,The Artist's Wife and Son,59773.jpg,0
Marcel Duchamp,1910,portrait,Post-Impressionism,Portrait of Dr. Dumouchel,59775.jpg,0
Richard Gerstl,1906,portrait,Pointillism,Emile Gerstl (father) ,59787.jpg,0
Nicolae Tonitza,1925.0,portrait,Expressionism,Little Girl With Flowery Headscarf,59801.jpg,0
Zinaida Serebriakova,1922,portrait,Expressionism,Portrait of R. Ernst ,59914.jpg,1
Ilya Repin,1907.0,portrait,Realism,Portrait of Ivan Zvetkov,59931.jpg,0
Candido Portinari,1961.0,portrait,Cubism,Denise com carneiro branco,59944.jpg,0
Philip de Laszlo,1924.0,portrait,Impressionism,"Edwina Mountbatten, Countess Mountbatten of Burma",59950.jpg,0
Zinaida Serebriakova,1926,portrait,Expressionism,Old fisherman ,59966.jpg,1
Egon Schiele,1913,portrait,Expressionism,Standing Figure with Halo,59979.jpg,0
Juan Gris,1923,portrait,Cubism,Portrait of a Man,5999.jpg,0
Henri de Toulouse-Lautrec,1901,portrait,Post-Impressionism,Portrait of Octave Raquin,59991.jpg,0
Oleksandr Bogomazov,1914,portrait,Cubo-Futurism,Head,60006.jpg,0
Salvador Dali,1965,portrait,Surrealism,Portrait of Mrs. Ruth Daponte,6003.jpg,0
Zinaida Serebriakova,1924,portrait,Expressionism,Portrait of Natasha Lancere with a cat ,60086.jpg,1
Robert Delaunay,1913,portrait,Orphism,Woman with umbrella. The Parisian,60097.jpg,0
John William Godward,1901,portrait,Neoclassicism,Sweet Dreams,6015.jpg,0
Lasar Segall,1928.0,portrait,Expressionism,Perfil de Zulmira,60169.jpg,0
Salvador Dali,1935,portrait,Surrealism,The Angelus of Gala,60179.jpg,0
Pablo Picasso,1939,portrait,Surrealism,Portrait of Jaime Sabartes as Grandee,60190.jpg,0
Pyotr Konchalovsky,1936,portrait,Expressionism,Portrait of French pianist Alfred Cortot,60191.jpg,0
Eugeniusz Żak,1914.0,portrait,Post-Impressionism,Head of a Woman,60206.jpg,0
Pierre-Auguste Renoir,1908,portrait,Impressionism,Helene Bellow,60250.jpg,0
Stanley Spencer,1945,portrait,Neo-Romanticism,The furnace man,60273.jpg,0
Pyotr Konchalovsky,1912,portrait,Expressionism,Family Portrait (Siena),60285.jpg,0
Boris Kustodiev,1903.0,portrait,Realism,"Portrait of Yulia Yevstafievna Kustodieva, the artist's wife ",60287.jpg,0
Jankel Adler,1944.0,portrait,Cubism,Woman with a Cat,60288.jpg,0
Rene Magritte,1956,portrait,Surrealism,The poet recompensed,60296.jpg,0
Edouard Vuillard,1907,portrait,Intimism,A Somber Dress,603.jpg,0
Jacek Malczewski,1916,portrait,Art Nouveau (Modern),Portrait of Józef Piłsudski,60301.jpg,0
Pablo Picasso,1932,portrait,Cubism,A dream,60330.jpg,0
Oskar Kokoschka,1924,portrait,Expressionism,Arnonld Schönberg,60352.jpg,0
Pablo Picasso,1917,portrait,Pointillism,Woman with spanish dress,6036.jpg,0
Walter Sickert,1935,portrait,Post-Impressionism,Lady Martin,60370.jpg,0
Rufino Tamayo,1941.0,portrait,Cubism,Woman with Pineapple,60400.jpg,0
Salvador Dali,1973,portrait,Surrealism,Dali from the Back Painting Gala from the Back Eternalized by Six Virtual Corneas Provisionally Reflected in Six Real Mirrors,60407.jpg,0
Pablo Picasso,1922,portrait,Neoclassicism,Acrobat,60423.jpg,0
Ernst Ludwig Kirchner,1909,portrait,Expressionism,Marcella,60440.jpg,0
Sir Lawrence Alma-Tadema,1911,portrait,Romanticism,In Beauty s Bloom (unfinished),60454.jpg,0
Egon Schiele,1915,portrait,Expressionism,Russian Prisoner of War with Fur Hat,60531.jpg,0
Ilya Repin,1903.0,portrait,Realism,Portrait of Sergey Vitte,60557.jpg,0
Jozsef Rippl-Ronai,1911.0,portrait,Art Nouveau (Modern),Merse portrait ,60609.jpg,0
Paul Klee,1933,portrait,Expressionism,The Future Man,60612.jpg,0
Max Liebermann,1904,portrait,Impressionism,Portrait of Wilhelm Bode,60657.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Seated Boy with Cap,6066.jpg,0
Giovanni Boldini,1909,portrait,Realism,Diaz Albertini,60670.jpg,0
Samuel Peploe,1905.0,portrait,Post-Impressionism,Jeannie Blyth ,60671.jpg,0
Ernst Ludwig Kirchner,1913,portrait,Expressionism,Erna Japanschirm,60691.jpg,0
Cuno Amiet,1919.0,portrait,Fauvism,Apfelernte,60708.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,"Marie, daughter of the people",60739.jpg,0
Jean Metzinger,1916.0,portrait,Synthetic Cubism,Femme à la dentelle ,60747.jpg,0
Louis Valtat,1903,portrait,Fauvism,Woman in a wheelchair,60749.jpg,0
Boris Kustodiev,1923.0,portrait,Art Nouveau (Modern),Russian girl near the window,60754.jpg,0
Gwen John,1903,portrait,Post-Impressionism,The Student,60757.jpg,1
Ivan Milev,1925.0,portrait,Art Nouveau (Modern),Ahinora,60765.jpg,0
Boris Kustodiev,1905.0,portrait,Realism,Portrait of a singer I.V. Ershov,60774.jpg,0
Jean Helion,1944.0,portrait,Expressionism,Pegeen,60790.jpg,0
Kuzma Petrov-Vodkin,1909,portrait,Symbolism,"Portrait of A.P.Petrovoy-Vodkin, artist's mother",60816.jpg,0
Sonia Delaunay,1907,portrait,Fauvism,Sleeping girl,60853.jpg,1
Roy Lichtenstein,1963.0,portrait,Cubism,Woman in a wheelchair,60892.jpg,0
Henri Matisse,1918,portrait,Expressionism,Reader on a Black Background ,60908.jpg,0
Edvard Munch,1924.0,portrait,Expressionism,Woman on the Verandah,60911.jpg,0
Maurice de Vlaminck,1905,portrait,Fauvism,Portrait of Derain,60956.jpg,0
Childe Hassam,1918,portrait,Impressionism,"The Flag Outside Her Window, April (aka Boys Marching By) ",60961.jpg,0
May Wilson,1972.0,portrait,Feminist Art,Ridiculous Portrait (Woman in a Bathing Costume),6098.jpg,1
Pauline Boty,1962.0,portrait,Pop Art,With Love to Jean-Paul Belmondo,60989.jpg,1
Henri Matisse,1909,portrait,Expressionism,Algerian Woman ,61046.jpg,0
Stanley Spencer,1951,portrait,Neo-Romanticism,Portrait of J. L. Behrend,6105.jpg,0
Jose Gutierrez Solana,1934.0,portrait,Expressionism,The Merchant Captain,61097.jpg,0
Pauline Boty,1963.0,portrait,Pop Art,Big Jim Colosimo,61103.jpg,1
Zinaida Serebriakova,1921,portrait,Expressionism,Portrait of R. Ernst ,6113.jpg,1
Zinaida Serebriakova,1920,portrait,Expressionism,Portrait of V. M. Dukelsky ,61160.jpg,1
Zinaida Serebriakova,1932,portrait,Expressionism,Portrait of a young girl. Marrakesh ,61169.jpg,1
Mikhail Vrubel,1904,portrait,Art Nouveau (Modern),Portrait of N. Zabela-Vrubel on the Edge of a Birch Grove,61236.jpg,0
Konstantin Yuon,1923,portrait,Realism,Portrait of N.D. Zelinsky,61248.jpg,0
Zinaida Serebriakova,1921,portrait,Art Nouveau (Modern),Portrait of a ballerina L.A. Ivanova ,61267.jpg,1
Amedeo Modigliani,1918,portrait,Expressionism,Young Woman in a Yellow Dress (Madame Modot),61273.jpg,0
Ernst Ludwig Kirchner,1909,portrait,Expressionism,Girl with Long Hair,61276.jpg,0
John French Sloan,1932,portrait,New Realism,"Girl, Back to the Piano",6131.jpg,0
Amedeo Modigliani,1915,portrait,Expressionism,Portrait of Celso Lagar,61314.jpg,0
George Bouzianis,1909,portrait,Expressionism,Portrait of Mrs Kountse,61316.jpg,0
John Singer Sargent,1923,portrait,Realism,Abbott Lawrence Lowell,61325.jpg,0
Grégoire Michonze,1971.0,portrait,Expressionism,Picasso,6133.jpg,0
Mary Cassatt,1901,portrait,Impressionism,Somone in a White Bonnet,61350.jpg,1
Nicolae Tonitza,1928.0,portrait,Post-Impressionism,Spanish Woman,61351.jpg,0
Giovanni Boldini,1901,portrait,Realism,Portrait of Mme. Lina Cavalieri,6136.jpg,0
Marc Chagall,1912,portrait,Cubism,Soldiers,61385.jpg,0
John Singer Sargent,1925,portrait,Realism,Portrait of Lady Michaelis,61409.jpg,0
Vasily Surikov,1910,portrait,Realism,Portrait of princess P. I. Shcherbatova,61426.jpg,0
Frantisek Kupka,1902,portrait,Expressionism,Sleeping Face,61456.jpg,0
Mikhail Nesterov,1930,portrait,Realism,Portrait of Ivan Pavlov,61459.jpg,0
Augustus John,1915.0,portrait,Post-Impressionism,A Boy,61471.jpg,0
Tamara de Lempicka,1925,portrait,Art Deco,Portrait of the Duchess of La Salle,61475.jpg,1
Valentin Serov,1910.0,portrait,Realism,Portrait of Ivan Morozov,61480.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Young Woman of the People,6151.jpg,0
Mario Sironi,1927,portrait,Neoclassicism,Fishmonger,61513.jpg,0
Wifredo Lam,1939,portrait,Cubism,Cubist Face,61520.jpg,0
Zinaida Serebriakova,1923,portrait,Art Nouveau (Modern),Portrait of a ballerina E.A. Svekis,61524.jpg,1
Amedeo Modigliani,1915,portrait,Expressionism,Teresa,61534.jpg,0
Christo Coetzee,1948.0,portrait,Expressionism,Face and Figure,61558.jpg,0
Zinaida Serebriakova,1909,portrait,Art Nouveau (Modern),Portrait of a student ,61576.jpg,1
Torii Kotondo,1929.0,portrait,Shin-hanga,In a Long Undergarment,61588.jpg,0
Istvan Nagy,1934.0,portrait,Post-Impressionism,Young wife keeping apples,61616.jpg,0
Giovanni Boldini,1912,portrait,Realism,Portrait of Donna Franca Florio ,61617.jpg,0
Amedeo Modigliani,1917,portrait,Expressionism,Jeanne Hebuterne with Hat and Necklace,61640.jpg,0
Amedeo Modigliani,1915,portrait,Expressionism,Portrait of Beatrice Hastings,61649.jpg,0
Robert Henri,1917.0,portrait,American Realism,Macedonia,61668.jpg,0
Vladimir Makovsky,1905,portrait,Realism,Portrait of I. E. Tsvetkov,61676.jpg,0
Wyndham Lewis,1921.0,portrait,Expressionism,Praxitella  ,61681.jpg,0
Pablo Picasso,1901,portrait,Post-Impressionism,Portrait of Gustave Coquiot,61688.jpg,0
Christian Schad,1928.0,portrait,Magic Realism,Dr. Haustein,61690.jpg,0
Amedeo Modigliani,1915,portrait,Expressionism,Beatrice Hastings,61768.jpg,0
Georges Braque,1942,portrait,Expressionism,Figure double with marine background,61769.jpg,0
Zinaida Serebriakova,1926,portrait,Expressionism,Portrait of E.A. Cooper ,61805.jpg,1
Alexandre Jacovleff,1934.0,portrait,Expressionism,Anita Lopez in the form of scout ,61813.jpg,0
Henri Rousseau,1905,portrait,Naïve Art (Primitivism),Portrait of a Man,61844.jpg,0
Rafael Zabaleta,1945.0,portrait,Expressionism,Hunters,61845.jpg,0
Natalia Goncharova,1907,portrait,Fauvism,Young Man with a Goatee,61847.jpg,1
Zinaida Serebriakova,1923,portrait,Art Nouveau (Modern),Katya,61867.jpg,1
Frida Kahlo,1931.0,portrait,Naïve Art (Primitivism),Portrait of Eva Frederick,61871.jpg,1
Valentin Serov,1907.0,portrait,Impressionism,Portrait of A. Kasyanov,61926.jpg,0
John Singer Sargent,1903,portrait,Realism,Portrait of Theodore Roosevelt,61932.jpg,0
Henri Matisse,1927,portrait,Expressionism,Odalisque with Gray Pants,61969.jpg,0
Childe Hassam,1912,portrait,Impressionism,"Mrs. Holley of Cos Cob, Connecticut",61983.jpg,0
Natalia Goncharova,1913,portrait,Cubo-Futurism,Portrait of Larianov,61993.jpg,1
Paul Gauguin,1901,portrait,Cloisonnism,Tahitian woman and two children,62004.jpg,0
Paul Klee,1938,portrait,Expressionism,WI (In Memoriam),62027.jpg,0
Richard Gerstl,1906,portrait,Art Nouveau (Modern),Mother and Daughter,62029.jpg,0
Irma Stern,1941.0,portrait,Post-Impressionism,Young Xhosa woman,62087.jpg,1
Julius Bissier,1925.0,portrait,Verism,Bildnis Lisbeth Bissier ,62091.jpg,0
George Washington Lambert,1905.0,portrait,Symbolism,Sybil Waller in a Red and Gold Dress ,62096.jpg,0
Henri Matisse,1937,portrait,Expressionism,"Woman in Blue, or The Large Blue Robe and Mimosas ",62100.jpg,0
Pablo Picasso,1948,portrait,Surrealism,Claude with a ball,62151.jpg,0
Paul Klee,1921,portrait,Expressionism,A young ladys adventure,62185.jpg,0
Amedeo Modigliani,1919,portrait,Expressionism,Portrait of Anna Zborowska,62195.jpg,0
Paul Jacoulet,1935.0,portrait,Ukiyo-e,A Corean Girl,62230.jpg,0
Robert Henri,1922.0,portrait,American Realism,Francisco,62245.jpg,0
Georges Lacombe ,1905.0,portrait,Pointillism,Portrait of Paul Ranson,62251.jpg,0
